7.437373580208493651e-02,2.631140078866796572e-01,9.488367555221578487e-01,5.699963790356059601e-01,4.110095987047530652e-01,7.371083248985101088e-02,8.176227084565345082e-01,8.675622222222223456e-01
1.456355998132876917e-01,1.259050467933604533e-01,9.154880384721368891e-01,5.979567975436453908e-01,6.919162715392621621e-01,1.071326861193645508e-01,7.100532229450029487e-01,6.659777777777778351e-02
2.251439240703282940e-01,3.422093682227992373e-01,8.896146455429579936e-01,5.138714309270696612e-01,1.328784549554758720e-01,7.928869951350116241e-02,7.812241277350678859e-01,3.452777777777778223e-02
4.907421814221253897e-01,1.250981345306817483e-01,7.257707226768522757e-01,7.351037651867149414e-01,1.009598704753093545e-01,1.249510236066216223e-01,6.498225901833234452e-01,6.688333333333333630e-02
2.934495098801929713e-01,7.790682795932624138e-02,9.635953366847203050e-01,5.708572684557604582e-01,2.122123279750202096e-01,5.620358579757150225e-02,8.275872264931991573e-01,6.887555555555555653e-01
1.982262330791971505e-01,3.375544191303102015e-01,9.337619365255003245e-01,6.011585218622028659e-01,8.800740141089395674e-02,8.768905794814307875e-02,8.086930810171495398e-01,3.857077777777778160e-01
4.566671853119651514e-01,2.526796568520912056e-01,9.823463440429079929e-01,5.662239653313668741e-01,2.741991442118653644e-01,4.934598375434892659e-02,8.591957421643996451e-01,3.422555555555555906e-01
1.885794305274622606e-01,4.466018565512439586e-01,9.599280176628310901e-01,5.733015594797090664e-01,1.454839828842373062e-01,5.604577297446335094e-02,8.926670609107036913e-01,3.422222222222223026e-02
1.134277267776567510e-01,4.894367756488001708e-01,8.912560850551320968e-01,5.947044656257686190e-01,3.931999537411819401e-01,4.410596314798490014e-02,7.236546422235361486e-01,3.370522222222222530e-01
1.378559203360821550e-01,2.046179707156561001e-01,9.636246972573248026e-01,5.452612145786488451e-01,2.811379669249450264e-01,3.388304800049339593e-02,9.389710230632760668e-01,2.592500000000000360e-01
1.103158549867745281e-01,3.926648532568624006e-01,9.587034371137822530e-01,5.426736909765530470e-01,3.942407771481438172e-01,5.453929539295392787e-02,8.355115316380838930e-01,3.683266666666666356e-01
5.008557647424924930e-01,5.476026195873973101e-01,5.872114520913443991e-01,2.748902085873440315e-01,4.497513588527812800e-01,2.823566170735335445e-01,6.547604967474864868e-01,7.200222222222223412e-01
1.344328613661117111e-01,6.345446608795100030e-01,6.555573600074134921e-01,3.154192391418221275e-01,4.658262981380825174e-01,2.532750695646180383e-01,5.759609698403309608e-01,8.635933333333333239e-01
9.320056013692235020e-02,6.880265770859366192e-01,9.407115228931418605e-01,5.746405133067173931e-01,5.418064068463049887e-01,6.936463106264260936e-02,8.985511531638082916e-01,1.847777777777777700e-02
3.530418546755874076e-01,3.873893123103506753e-01,8.402515711729334758e-01,6.523368105671656370e-01,7.817740256736440685e-01,1.182657459104711622e-01,6.948255470136013301e-01,6.484444444444444067e-02
6.301540376536486354e-01,4.995103222118619790e-01,9.145108819151411828e-01,5.136337059310052133e-01,9.010061292933965182e-01,6.959364105019898161e-02,7.539621525724422568e-01,6.155555555555556474e-02
1.123385716508479709e-01,3.507437816839079625e-01,6.797400732974461235e-01,7.837076023632068011e-01,2.659882040013877846e-01,9.384557198985644944e-02,7.335008870490832278e-01,3.771000000000000046e-02
6.240858876614282513e-01,2.250603602616322585e-01,9.355165365779212205e-01,5.928211533042374581e-01,4.972822944373770371e-01,7.233314468352179671e-02,7.839148432879952111e-01,2.888888888888889190e-03
3.331258752139412138e-01,4.326288462766835763e-01,9.661157583392435688e-01,5.741899002544759156e-01,3.509887822366138388e-01,4.746674140101508205e-02,8.541395623891187006e-01,5.199500000000000233e-01
1.537264664695814353e-01,2.925089604198718995e-01,8.853249435497114739e-01,6.187985382433784931e-01,7.829304961258239937e-01,7.769424581796019469e-02,7.651389710230632746e-01,4.734111111111111853e-02
3.802707328458067582e-01,6.756963699764151343e-01,8.853824413377288094e-01,6.112281269193773348e-01,4.117034809760610203e-01,4.307700540191479466e-02,7.681845062093435317e-01,6.338900000000000645e-01
5.196825890773298928e-01,2.804520096380506700e-01,9.327459383776631752e-01,5.799901660657559299e-01,4.637446513241586521e-01,2.533258598984918994e-02,8.979893554109992237e-01,9.289111111111112429e-01
1.730200715730511873e-01,4.473018335519996502e-01,9.597894724608532213e-01,5.337934578753361636e-01,5.064184110095987235e-01,3.263687088008765391e-02,9.164104080425782284e-01,4.414522222222221903e-01
6.659405632487941373e-01,1.184118236115099254e-01,6.687268001777537663e-01,7.569731576172746834e-01,6.477391002659882435e-01,1.231008043012157133e-01,6.413364872856297527e-01,3.786522222222221679e-01
5.993465069239146681e-01,2.775380237506482328e-01,7.439176974215605531e-01,4.120291462423297801e-01,1.935931536949230813e-01,1.116489444680256876e-01,6.934949733885273915e-01,1.202733333333333293e-01
2.794460868212229609e-01,3.519314977609919737e-01,9.614939148684079617e-01,5.877335022494237782e-01,2.168382097837400213e-01,7.012875349637029410e-02,8.483737433471317813e-01,2.349111111111111261e-01
1.377003267465380654e-01,7.049831627981203441e-01,8.009711009388960079e-01,6.172491240310092886e-01,2.287498554411934726e-01,9.978033180599543694e-02,7.570076877587225139e-01,2.634444444444444464e-02
6.051034697370467619e-01,1.243677503657532879e-01,8.294419870256852789e-01,6.518792879902938209e-01,4.790100612929339419e-01,1.398656958457135113e-01,6.345949142519218267e-01,4.742799999999999794e-01
9.413412167418701293e-02,3.547334465132880865e-01,7.409697124284833070e-01,4.615362637063026852e-01,1.897768012027292450e-01,3.846556052575251794e-01,4.077468953282079589e-01,3.445500000000000229e-01
2.374358176443130686e-01,1.437169105260011071e-01,8.884943561945148893e-01,6.135698955373247721e-01,4.325199491153000619e-01,7.169146323324009085e-02,7.326434062684801241e-01,2.408811111111111292e-01
5.397541621285202318e-01,7.726401234571681487e-01,8.214265507046384363e-01,6.214607594090452158e-01,3.886897189776801209e-01,9.882166425412580724e-02,6.626848018923712225e-01,4.209333333333334370e-02
2.187645868990197584e-01,3.069370577823872237e-01,9.360242298125418525e-01,5.914347665243616659e-01,2.192667977333178919e-01,8.946037084199490175e-02,7.527794204612654472e-01,2.274222222222222478e-01
4.403298584098335189e-01,3.752327729639903797e-01,9.277791081787238880e-01,5.897494027462932831e-01,5.059558228287266424e-01,1.008990796065925982e-01,7.688645771732701695e-01,3.322333333333333250e-01
5.775634043877391210e-01,3.938260395933930180e-01,9.666665749148771747e-01,5.761779759089152853e-01,3.632473690297212676e-01,4.715338318041814580e-02,9.002069781194558251e-01,5.086444444444444546e-01
2.834915201493698467e-01,2.924824306793185613e-01,9.386330390241768296e-01,5.227352305643009345e-01,3.529547820053197671e-01,6.852296267273248753e-02,8.308988764044943354e-01,2.370244444444444543e-01
1.924692702660650290e-01,3.502264517431161739e-01,9.691169593701667306e-01,5.704596906736544293e-01,1.682664507921822483e-01,4.957816813777241038e-02,9.036369012418686841e-01,8.771111111111110081e-02
4.711373891395674307e-01,2.885458253310452803e-01,8.863134161607320038e-01,5.811875680097974284e-01,4.599282988319647880e-01,1.065712715360085383e-01,7.283560023654642723e-01,7.910111111111112203e-02
6.299984440641045458e-01,3.412761335801007823e-01,8.234077776768508050e-01,6.327576454356894642e-01,6.347866312015728596e-01,1.596607749879373483e-01,6.645771732702541179e-01,3.291444444444444756e-02
1.864011202738447281e-01,4.277902297495939643e-01,6.273345095912732372e-01,7.612497798756173717e-01,3.309818434139007448e-01,1.808226582935173743e-01,6.692489651094026826e-01,4.106777777777777527e-01
3.654893418391161886e-01,6.207961330250170162e-01,9.625793385368830446e-01,5.841330796853066998e-01,2.748930264831733750e-01,6.700514796312621868e-02,8.562980484920165170e-01,7.162411111111111062e-01
3.013847829469425976e-01,6.349262809936244700e-01,9.823833505979616687e-01,5.655681207232143848e-01,4.521799468023591784e-01,5.107648298705209228e-02,9.426966292134830727e-01,6.172133333333333916e-01
8.184222810020226613e-02,5.415905722281370016e-01,9.399759793815378739e-01,5.683821646868388866e-01,4.682548860876604158e-01,6.868621731732711677e-02,8.201360141927852565e-01,9.058422222222223263e-01
1.713085420880659793e-01,3.859752771388532122e-01,9.515920617575176488e-01,5.874974579485398030e-01,3.653290158436451884e-01,5.795630580134449733e-02,8.386162034299230461e-01,4.080222222222222306e-01
4.734712929827290528e-01,4.146355599336430386e-01,9.353584176608736866e-01,5.844968568198969372e-01,6.660113334104312832e-01,6.333917422172882783e-02,8.052631578947367919e-01,1.274722222222222090e-01
4.274155904776723580e-01,4.140090499067275998e-01,8.749949154216712932e-01,6.025467760811679119e-01,3.608187810801433693e-01,9.973452980848415694e-02,7.470136014192784168e-01,1.847111111111111037e-01
6.542710440329857491e-01,2.913134894955492493e-01,9.164896621729697879e-01,4.983375123507753357e-01,4.963571180756332080e-01,9.817862234847248015e-02,7.053518628030750470e-01,4.078144444444444239e-01
2.298117317566516216e-01,2.960741494003972796e-01,9.451663781072889847e-01,5.290047838187150742e-01,3.523765467792298045e-01,4.285026283997779573e-02,8.647250147841513135e-01,2.113000000000000156e-01
3.678232456822778662e-01,2.186211840794618777e-01,9.135526873946191451e-01,6.076282645869869325e-01,8.375159014687173498e-01,4.528366401468566366e-02,8.527498521584860880e-01,2.428111111111111442e-01
4.372179866189512820e-01,6.224328139422358186e-01,8.980129926650560757e-01,6.036926367063454313e-01,2.511853822134844094e-01,9.713197868257129886e-02,5.923122412773504930e-01,1.770000000000000306e-03
3.030963124319278057e-01,2.812515752033453720e-01,9.446167848888472607e-01,5.857202161672792062e-01,1.194633977101884903e-01,2.626041655329539037e-02,7.734772324068598381e-01,4.573755555555555352e-01
